,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s265,0.9793692150000001,0.0690232367,1.7179607107,1.9500000000000002,25.1739130435,0.2333333333,564,18.7826086957,0.2333333333,410,-0.6098202727,-0.4453698854,2.0534073283,0.2884658329,1.6876883151,-0.6429805270000001,0.0008273732,0.0027303162,0.0127949219,1.8828624216,0.22123881820000002,1.4411777689,0.6666666667000001,0.1666666667,10.0,2.2204460489999999e-16,1,0.0036666667,-2.3333333333,6.9583333333,0.065152134,2,-0.0090806616,-3.0481927711,0.6466681505,0.38514286740000003,7.2,4.9,0.7842395584,0.3797552363,1.6155623979,-0.046838458,0.1944444444,-3.3895234808,-3.5781973938,-0.33602316330000004,1.3093250545,1.1735217728,0.0742168736,1.4981545587,-1.1543905379,2.3804143391,129.0,6,0.6584772348,0.0012880778,0.7155580997000001,0.0017411071,0.6111111111,0.0636371852,0.06403124240000001,0.0256124969,-2.6098952576,1.6428412029000001,0.3580221481,1.3013969055999999,0.1201949846,,,,,,,,,0.5271598123,6,0.8056161568,0.44904593540000004,1.9483994264,-0.6295869474,1.281409611,0.013505555800000001,3.3643765729,-0.37162688190000004,0.42298288510000004,0.0805766881,2.4047018535,0.2649254407,0.9482883516,-1.0820477555,372.0,5.2,5.3,318.6666666667,1.41124248,0.33169803140000004,1.3339227629,276.8333333333,314.8333333333,1.6550659266,0.3212458448,1.2195299313,38.0,58.8721527321,1.8308442410999999,0.1850863713,2.5250632148000003,-0.7762146405,-0.1467999509,-0.38469032880000004,0.6997625836,0.0421819161,1.8847649065,-0.06579367650000001,0.1982008621,2173.7783333333,8,6,3099.75,-0.2542221505,0.25553965970000003,-0.3580887446,0.1908178884,0.6324724611
s269,,,,,43.4117647059,0.4333333333,698,28.5294117647,0.4333333333,443,-0.27313581070000004,-1.0596104020000001,2.4535425138,0.3442134112,1.4468622497,-0.6306333804,0.0001175323,0.0021016235,0.000625,2.7767517776,0.2813329147,1.3697965522,0.5,0.33333333330000003,12.625,0.0291666667,1,-0.0011666667,-6.2916666667,18.2916666667,-0.0839228296,1,0.0008694534,-3.1430868167,-0.0446213783,0.9901976213,11.1,6.2,1.1997301474,0.4845823376,1.8595151982,0.5391030817,0.25,-6.9179444749000005,-5.3890680352,0.597416838,4.1253012613,1.8034844922,0.18844512100000002,1.7083112268,-1.1652624446,3.6348828618,108.0,10,0.93203125,0.0011740332,1.0,0.001676346,0.8333333333,0.0256124969,0.06403124240000001,0.06403124240000001,-1.6989290553,1.1551120693999999,0.34036638080000003,1.1696042246,-0.2285312377,353.6666666667,2.7890041305,0.2777493098,1.3779761495,6.0,-10.0,,,0.6525905031,7,1.3381284626,0.6427073982,2.1466878021,-0.5836701417,3.4305258261000002,0.3796824082,2.1236589047,-2.1293219126,0.45700245700000003,0.0511903629,2.4983788631,0.3086179167,1.1335277486,0.2531385161,338.0,5.6,5.9,,,,,301.3333333333,334.3333333333,2.2369830885,0.3058942441,1.1541082406,33.0,2.6898788189,1.608772592,0.3441240534,1.6737652469,-1.1020831248,-0.2078738668,0.1952115143,1.2222662914,0.168612916,1.8193188177000001,0.0749822149,0.20184432500000002,2714.4598765432,13,8,4887.0833333333,-0.6436118964,0.039467660200000004,-0.3137669832,0.8198669132,0.3209899661
s273,0.7923649337,0.2373701657,2.1320849025,1.9500000000000002,24.7619047619,0.30000000000000004,490,19.75,0.33333333330000003,380,-0.47294739140000003,-0.4095852072,4.7810049384,0.39229496410000003,2.8032753706999998,-1.1110977126,3.18892e-05,0.0001314659,0.0064716797,7.7592296815,0.37205610570000003,2.1411040825,1.0,0.0,9.1666666667,0.0166666667,1,-0.003,-2.0833333333,10.5,0.0839701771,2,-0.0015340168,-1.6304753028999999,-0.09124195110000001,0.917553975,8.8,7.1,2.5087021081,0.5890515503,2.1762895809,-0.2221775936,0.1388888889,3.3573326562,9.9414932061,0.0,5.3201349372,4.6235540628,0.3112270639,1.9544283279,-0.5402436899,4.8849203713,161.0,7,0.8220962524000001,0.0008248242,0.9433593750000001,0.0009889722000000001,0.6944444444,0.0038729833,0.009797959,0.06403124240000001,-0.37186268580000004,1.9409740232,0.5004142093,2.7841565496,-0.7261568356,470.0,3.6736078858,0.4199787532,1.3744549604,24.0,43.0,-23.6448153655,29.942451503,0.4944998318,14,2.0061938161,0.6246464161,2.213260918,-0.7016141705000001,3.1757247173,0.5337784664,2.0211080317,-1.2784318077,0.4235588972,0.1081432622,5.3887860801,0.38238800240000004,1.6325677952,-1.9051657105,415.0,6.9,5.4,389.1666666667,4.7920498731,0.4187741901,1.7141882082,361.5,383.3333333333,5.206599907,0.4929170047,2.2378609127,21.8333333333,2.841783938,2.8919255566,0.4466345115,2.2369478291,-1.223621737,-1.4199600424,-1.5324334150999999,1.7048833582,0.22618826090000002,2.7155932147,0.5503096908,1.2600130602,2019.6266666667,13,8,2751.1666666667,-0.0970834906,-0.7703052219000001,-0.46025276730000003,0.8895616256000001,0.1755714333
s275,0.9370126134000001,0.080844149,1.4665335286,1.75,28.2307692308,0.1333333333,712,16.4761904762,0.30000000000000004,328,-0.6897275005,-1.7288233844,3.2075964067,0.3754795058,1.7403504328000001,-0.6403481802000001,0.0039046073,29.5330664063,0.07702441410000001,2.4982875778,0.2821485063,1.5121586616,0.33333333330000003,0.1666666667,16.9166666667,0.1416666667,0,0.0043333333000000005,-0.9166666667000001,13.2916666667,-0.0074432296,0,0.0027863751000000003,-0.6448696384,-0.0132352369,0.6158667134,8.9,7.4,1.3544499019,0.3335819231,2.0727202591,-0.6447510535000001,0.0277777778,-3.5875139699,-1.8045171999,-0.3542521885,2.0574838773,0.943110124,0.0228841468,1.68043637,-1.192241406,2.5997515967,108.0,5,0.6677640915,0.0019576386,0.7219851017000001,0.0022155287000000003,0.6944444444,0.25,0.158113883,0.06403124240000001,-0.6750787898,1.3142064894,0.4188629418,1.6487874182,-0.4364380028,,,,,,,,,0.5101431512,4,1.2205979755,0.37690223100000003,2.0422279831,-0.786102352,2.5539520848,0.3991035348,1.5542945526,-1.2067457782,0.465,0.07517016950000001,2.6865025507,0.3523201835,1.0645368305,-0.9205827684000001,346.0,5.2,4.2,,,,,374.4166666667,415.6666666667,3.1885299992,0.3538558956,1.3025898979,41.25,4.3902344356,1.3585658414,0.3699565235,1.6209930203,-0.2913660784,0.0489395263,-0.2138257485,1.3050584587,0.3938764243,1.5117967646000001,-0.9777113752000001,-0.1396944654,2121.7351611352,17,5,3411.1818181818,,,,0.1962780131,0.15487799800000002
s277,0.8663505809000001,0.1927313675,1.1414666085,1.45,27.8695652174,0.2333333333,601,12.6842105263,0.36666666670000003,231,-0.5811455383,-0.7518822929000001,3.8054480463,0.3101020228,1.7646049459,-1.2222269873,4.3625e-06,0.002450943,0.0630703125,3.975626278,0.2407246975,1.3219183876,0.5,0.0,9.75,0.1083333333,0,-0.003,-0.4166666667,23.75,-0.0360837438,1,0.0004310345,-5.0677339901,0.2659011966,0.4247465325,8.8,8.0,1.7537917134,0.3876238327,1.9524793684000001,-0.3806679175,0.0,-6.4426695017,-3.9641008826,0.6656247704,3.9888853965,1.7992412911,0.0360213119,1.6822003255,-1.2890129854999999,3.38738178,107.0,5,0.5739326834,0.0013139897,0.6589939117,0.0017681358000000002,0.6944444444,0.009797959,0.009797959,0.0256124969,-1.4419802691,1.5381172759,0.3374526201,1.1067598034,-0.8460674279,,,,,,,,,0.3149766815,9,1.2908088898,0.5810238963000001,1.8152719029000002,-0.23667907640000002,2.8648220204,0.34287570430000003,1.1521501221000001,-1.4838439056000001,0.39408867000000003,0.0231861659,3.5236838207,0.2513744624,1.1894768934,-1.8298114032,276.0,5.8,5.1,272.8333333333,3.1749407447,0.2754258546,1.5790189624000002,190.1666666667,187.5,2.7537153385,0.3126955697,1.272241711,-2.6666666667000003,-1.7579564489,1.8882508883,0.23887149330000002,1.403340633,-1.7734339229,0.0757172604,-0.7050287202000001,0.7986951120000001,0.2473116313,1.2007791373,-1.5490937487,-0.010582413300000001,1708.9388888889,11,7,6604.6363636364,,,,0.1835441694,0.19692881880000002
s284,1.2989825916,0.31796739700000004,1.800516255,2.35,42.0,0.33333333330000003,799,31.15,0.33333333330000003,591,0.11125039090000001,-0.8848542916000001,3.1515738316,0.36168310610000004,1.6569474437,-2.4689552283,3.39167e-05,2.3201900000000002e-05,4.07715e-05,2.7572987119,0.3102941004,1.450972549,0.8333333333,0.1666666667,21.2083333333,0.0125,1,0.0008333333,-3.2916666667,24.625,0.0416076845,1,-0.0003053589,-2.4082912032,0.13987416290000002,0.7121384944,6.6,5.7,1.9313512009,0.5883733972,2.1062348388,-0.2264694035,0.8055555556,1.9498727954000001,4.0325416453,0.0,5.3201349372,4.427180528,0.1158628602,3.5814293105,-1.2083775268,3.5486526974,194.0,4,0.8195009232,0.002107337,1.0,0.0021065183,0.5833333333,0.0015811388,0.0006324555,0.0038729833,-0.8410251648,1.4434295747,0.6509864808,1.9157750561,-0.4471432166,400.3333333333,3.1740417296,0.3325470936,1.5095860183,10.0,20.5,9.8350552752,-1.8384837725,0.7071992249,17,1.4842813666999999,0.5905866205,1.8468889211000001,-0.5142474967,3.5427402458,0.49812364410000004,2.1417720005,-1.4606420959,0.5382716049,0.046938374000000005,3.4813014686,0.3478136578,1.3887768878,-0.235429039,365.0,7.3,6.2,269.1666666667,4.7073219259,0.4228634282,1.7654244729,334.0,405.1666666667,2.3655278271,0.38446128900000004,1.4249472971000001,71.1666666667,7.6824836601,2.5257228074,0.4242591027,2.1877615162,-1.4810542463,-0.9952538618000001,-0.2930156028,1.6194402810000001,0.4267024263,1.8854388637000001,0.2287155786,0.0317757266,1488.0916666667,15,8,2599.0833333333,1.0667330533,-0.0314365237,0.8091761006,0.4156322262,0.3300184097
s285,1.0174403732,0.2629802295,1.2803765575,1.85,23.2,0.1666666667,569,15.4,0.1666666667,371,-0.6306908383000001,-1.0514776774,4.8186148038,0.4626456021,2.8055837817000002,0.16596834230000002,0.00301103,0.0054602203000000005,19.3032089844,1.6415951834,0.1272305474,2.2459901347,0.6666666667000001,0.0,11.75,0.033333333300000004,2,-0.003,-1.75,18.75,0.2416666667,2,0.003,-3.2142857143,-0.171578231,0.7331566682,6.1,5.3,1.225504835,0.5342213636,1.6154932253,-0.8258638461000001,0.0555555556,-2.380824938,-1.3788378563,-0.2327949135,2.6871330603,1.4976077948,0.0952857691,1.8830723996,-0.0784585451,3.3153561287,177.0,8,0.7300182342,0.0013440289,0.7433322906000001,0.0014796676,0.7777777778,0.1265219767,0.25,0.25,-0.7574020593,1.3893399412,0.4681538711,2.0099075416,-0.444931212,362.5,2.7475189257,0.3470371339,1.5562029340999999,-16.5,37.0,,,0.6586843166,9,1.0556201459,0.9271344163,1.8007864493999999,-0.25731924840000003,2.4504069858,0.5008361575,1.8899819345000002,-1.3604260289,0.5038560411,0.0528343432,1.7947050124000001,0.2980579614,1.7427025820000002,-0.2112428147,358.5,6.0,5.3,237.5,2.847015911,0.18330724340000001,4.3690104832,245.1666666667,320.3333333333,3.1533731642,0.31295205190000003,2.5346135156000003,75.1666666667,11.08160299,2.7326502389,0.38021143960000003,3.3006267505,-1.1871102516,-0.1581917585,-0.40264960800000005,1.2641928387,0.1003721659,2.256217296,-0.0601790298,0.3678191021,3319.3037037037,7,7,4148.25,-0.7271412839,0.026798119000000002,-0.43196905150000003,0.8377817513,0.6604157923
s286,,,,,25.6956521739,0.2333333333,562,18.8260869565,0.2333333333,422,-0.9299993795,-0.7417194135,3.5913262066,0.38854711340000003,2.6409964742,-0.29411952280000003,4.96522e-05,0.00010966160000000001,0.0008349609,2.2709527793,0.3438877191,1.2336949346,0.5,0.33333333330000003,7.625,0.1958333333,2,-0.00016666670000000001,-3.4583333333,6.5,0.0557356608,2,-0.0119276808,-4.3732335827,-0.0796617916,0.7616849482,7.0,5.4,0.6855189284000001,0.4474611573,1.8118483438,-0.10082967870000001,0.5,-0.9638947657,-0.5742954068,-0.8486696147,2.2841016937,1.4909350405000001,0.0750998153,2.0438594877,-0.7017421781000001,4.5619233948,131.0,4,0.5485244751,0.0016216418000000001,0.5,,0.3888888889,0.0038729833,0.0099597577,0.0015811388,-1.4152898918,1.4405819659,0.5574323885,1.446699925,-0.352453424,,,,,,,-14.060070251,14.6146657334,0.5254265695,3,1.4237072505000001,0.6079826893,1.7393031630000002,-0.4805973805,2.0391722914,0.50976465,1.9870245441,-0.8197241996,0.3840399002,0.0415772222,2.1944230937,0.2904702551,2.1881499667,-0.2348569506,397.0,5.4,4.3,335.5,2.065081132,0.363594077,2.3663957438,259.3333333333,288.0,2.3221200214,0.33932261220000004,1.9982024112999999,28.6666666667,232.0620380739,2.5612341132000003,0.46607494590000004,2.0039534487,-1.0295518487,0.5722856049,0.383886604,0.6665967212,0.3852201348,1.1352496961,-1.4312011176000001,-0.436347882,3297.3916666667,8,2,3984.4166666667,-0.5662831254,0.1538079081,-0.3259260087,0.8529540905,0.35773059020000003
s290,1.3638682263,0.2349836498,1.1194929834,1.3,61.9230769231,0.5666666667,753,21.4117647059,0.4333333333,337,-0.2043216048,-0.4451271513,2.7211818722,0.3102758912,1.7264430215000002,-1.0555547359,0.0034728603,0.0002559519,0.0043378906,3.2301634299,0.2813254852,1.5154200743000001,0.1666666667,0.6666666667000001,11.4166666667,0.15,1,-0.005,-2.6666666667000003,7.9166666667,0.2478088481,2,-0.010625208700000001,-1.4307178631,0.1554421578,0.35072618180000004,6.4,4.9,0.5978588443,0.4116437526,1.425074717,,0.0555555556,-1.6944407176,0.15865826060000002,-0.256142756,2.8129842728,1.4602451652,0.0197779184,1.7472116878000001,-1.4100946559,2.1640450968,96.0,10,0.6764450073,0.0017479510000000002,0.8079563141,0.0022566206,0.5277777778,0.009797959,0.0256124969,0.25,-0.9907001361000001,1.719094197,0.393867995,1.7738895137,0.23259590060000002,,,,,,,10.6172051464,-11.0607612635,0.3434520414,1,0.3792827896,0.039662478,2.0976314183,-0.1411137835,1.6382088934999999,0.3795962583,1.6002593083,-0.9385906406000001,,,1.1050819326,0.31449714970000003,1.6596751431999999,0.1580289764,350.0,6.7,5.2,,,,,319.0833333333,251.8333333333,1.8779956088,0.0959313506,1.7681403343,-67.25,-21.5951592357,2.0895734561,0.2903163977,1.5076093258999999,-1.6867948717,-0.0645664034,-0.3050949626,0.5637499966,0.0207275107,1.7801179033999999,-0.27801317470000003,0.2039886183,1255.6228349673,23,7,2215.0833333333,0.7866149338,-0.21936374320000002,1.2561042298,0.6833190498,0.5656568138
s291,0.6323906954,0.0296035981,2.0596642641,1.55,17.8214285714,0.0666666667,478,9.8076923077,0.1333333333,245,-0.7237875186,-1.7326115088,3.253150291,0.4553191901,1.6784900232000002,-0.3805716856,0.0008140069,0.0043742981,0.006261718800000001,1.8165577617,0.28926499640000003,1.8086318452999999,1.0,0.0,6.2083333333,0.12916666670000002,3,-0.007500000000000001,-1.4583333333000001,8.5416666667,0.1831648129,3,-0.010051365000000001,-2.5202224469,0.0751174973,0.8132746183,5.4,7.3,0.486400233,0.21593824720000002,2.0914983603,-0.1072545451,0.1944444444,-2.123322047,-2.358994981,-0.9640691781,2.5149008205,1.3376883612000001,0.0754722615,2.3020023276,-0.8075379761,4.3503317988,140.0,6,0.8475082398,0.0016766198000000001,0.9964843750000001,0.0015841920000000001,0.75,0.009797959,0.06403124240000001,0.0256124969,-0.9469625776,1.5894827922,0.5584844482,1.8548363647000001,-0.4153782311,397.3333333333,2.685557766,0.3472776546,1.3150960978000001,74.5,90.0,,,0.6779185027,6,0.7227011995,0.751347451,2.0221232413,-0.0162484175,2.2782798568000002,0.4760779449,2.1068232694,-1.2455762629,0.4761904762,0.0366930559,1.7009847335,0.4230670138,1.4599241881,-0.46291975900000004,464.0,5.9,4.8,,,,,293.3333333333,302.5,1.9691912344,0.3719691247,1.1831515383,9.1666666667,-5.8135788262,2.7565547596,0.37400937030000003,2.2070143027,-0.1097088051,-0.1066494637,-0.2534493062,1.2155071957,0.4124779203,1.7390743013,-0.2100509009,0.2044669232,2469.1916666667,1,8,4629.3636363636,,,,0.2150601038,0.1886160737
s293,1.0901745583,0.286226468,1.6557434704,2.65,29.25,0.33333333330000003,560,21.8421052632,0.36666666670000003,390,-0.9200444469,-0.3787080195,4.3423176902,0.2888365489,2.6054270823,-1.2895920427,0.0001220775,0.0017595596000000002,0.0015620117,5.1020456146,0.2684915044,1.6226994942,0.8333333333,0.1666666667,10.125,-0.1375,2,-0.0105,-5.2083333333,15.8333333333,0.06951896390000001,2,-0.0061017576,-1.6341350601,0.1041282565,0.8346826987,7.4,6.5,2.6537674543,0.39720065060000004,1.9521929822000001,-0.7996960562000001,0.8611111111,-2.6911343232,-1.402948747,0.3298219498,4.6604910377,3.2509587857,0.25541696480000003,1.4314914682,-1.1195720593,3.7262636324000002,219.0,7,0.7524780273,0.0010347609000000001,0.9091598511000001,0.0011956102,0.6388888889000001,0.0015811388,0.0002011893,0.0006324555,-1.6397736052,2.4417961189,0.4874769149,1.5231311025,-0.1387454658,370.8333333333,2.7790015097,0.3256727081,1.1610431176,36.0,41.0,15.2669196491,-8.5876012626,0.39146150820000003,15,2.2438812897,0.4827472424,1.4524640198,-0.6185760640000001,4.8993058753,0.39750530780000004,1.6621785544,-2.0028135661,0.6212871287,0.1183174285,4.3613047804,0.2983071301,1.6916388065999999,-0.41898028940000004,315.0,5.9,7.1,282.6666666667,4.2456092718,0.304628924,1.6650800258,262.5,253.8333333333,2.0535954622,0.0340954648,2.0175989485,-8.6666666667,44.9875,3.6494560789,0.353146771,2.0324826874,-1.2637266967,-0.2557172351,-0.30502914410000004,2.6371557174999998,0.2993198205,2.2353472152,-0.255193506,0.2185786696,1947.1666666667,-6,9,6231.0833333333,1.2806783582,-0.4648564284,0.7215833002,0.920356291,0.4124631911
s294,1.2514430711,0.2680267925,1.0455619278,1.8,27.0,0.2333333333,594,30.0,0.4333333333,480,-0.8281611901,-0.8361139488,3.49924627,0.324321169,1.8475788462,-2.2997865431,0.0041403499000000005,0.0080561218,0.0383935547,4.4938784922,0.2657500399,1.3564769826,0.33333333330000003,0.33333333330000003,10.5833333333,0.0416666667,2,-0.0033333333,-2.25,13.875,0.023940149600000002,1,-0.0039975062000000006,-5.6450540316,-0.1705116855,0.6577499262000001,8.3,6.9,2.5180579752,0.3538187645,1.6973299941,-0.3492671042,0.1388888889,1.0756847103,3.4254806965,0.0,5.3201349372,4.1030090528,0.2464240192,1.3009480772,-1.0170844173,3.9312389163,223.0,8,0.7423341751,0.0010935314,0.6980741501000001,0.0010783608,0.6388888889000001,0.0256124969,0.06403124240000001,0.0256124969,-1.6878937531,1.7325267135,0.39731316650000004,1.4040636362,-0.5346602469,342.1666666667,3.1398645952,0.33962136130000004,1.2460931603,28.5,13.0,-11.6762827917,13.3918652077,0.40872499240000004,12,2.2115022959,0.39354423800000005,1.7638072487,-0.9284018102,3.2095244574,0.34833131040000004,1.8665785072,-2.4611082586,0.40831295840000004,0.0633472348,3.0635735712,0.2877393395,1.1593646006,-0.8289821699000001,292.0,5.8,6.7,259.1666666667,2.8741520964,0.3359985996,1.7440291949,215.6666666667,205.8333333333,3.0976771713,0.3063393137,1.5482095089999999,-9.8333333333,2.3325406758,2.771304711,0.3149752529,2.0678580188,-1.4866421628,0.035085573700000004,-0.7684794301000001,1.4844242323,0.3355463917,1.4812477133,-0.2823440575,0.1806612936,1423.2121212121,12,10,2061.8333333333,-0.12535305300000002,0.4093345619,-0.0648533995,0.8415547079,0.3477816307
s295,1.2943964147,0.2413046935,1.1850733603,1.7000000000000002,36.5263157895,0.36666666670000003,670,36.3888888889,0.4,600,-0.2757934252,-0.0493012114,2.4117312760000003,0.1279439252,2.7027065505,-0.8101627852000001,0.002051193,0.0315334473,0.1469404297,1.8219401450000001,0.17263110610000001,1.8999054952,0.5,0.1666666667,16.375,0.12916666670000002,0,-0.0031666667,-1.7916666667,15.3333333333,0.2767605634,1,0.0007042254,-4.338028169,-0.1735355528,0.6769979521,6.9,5.2,0.922855854,0.4382560129,1.543698529,-0.5552682436,0.2222222222,-3.4656850439,-1.9565588168999999,-0.1364446349,1.9561317370000002,1.0274262828,0.14003189870000002,1.4716571656,-0.7742705470000001,2.3578969031,148.0,7,0.7039533615,0.0010890973000000001,0.7589918137,0.001165779,0.5277777778,0.009797959,0.0256124969,0.0099597577,-1.6660948752,1.1376109763,0.3634616338,1.6303258230000002,-0.2444545576,298.6666666667,1.9238658344,0.2969787942,1.3859176187,-14.0,50.0,-9.9986154274,9.7421406485,0.44837772800000003,6,0.783939216,0.5037246205,1.6874961267000002,-0.46741575080000003,1.5460537129,0.25667935340000003,2.083631821,-0.2152128542,0.3673469388,0.0095626474,2.4580588066,0.2696062208,1.6308069324,-0.7475511802,368.0,5.6,3.9,253.6666666667,2.6692339114,0.3100004845,1.706227006,274.5,246.1666666667,1.6239802527,0.0501298613,2.3842735985,-28.3333333333,5.6941058188,,,,,0.1637215757,-0.5682669119,0.9572926169,0.0944773986,2.0781272514,-0.27029254410000003,0.3519331814,2463.8333333333,-9,7,4645.2,,,,0.5966857211000001,0.17864339840000001
s297,0.9637940724,0.1094548104,1.9491313694999999,2.25,8.7857142857,0.0666666667,236,6.9,0.0,200,-0.3525688629,-0.40482070480000004,3.9832395435,0.33204899720000003,2.6189515856,-2.0785744119,0.0014532627000000001,0.0001032186,0.0015380859,4.1882783181,0.32248532560000004,1.4407474217,0.6666666667000001,0.1666666667,12.8333333333,0.033333333300000004,0,-0.0006666667,-0.75,5.0416666667,-0.0031802479,0,0.0001564723,0.0396260923,0.1873569638,1.0306676384,8.5,8.0,1.956391322,0.6089671160000001,1.5041128043,-1.2748107106,0.8888888889000001,-3.6417883198,-1.4245085684,0.4207109379,4.4787130615,2.1544735477,0.1996884166,1.9309177725,-0.7017421781000001,4.5619233948,229.0,7,0.7702789307,0.0015742123,0.8066543579000001,0.0019333463000000002,0.5277777778,0.0006324555,0.0002011893,0.0006324555,-0.8677256274,1.9068712890000001,0.43106033050000003,2.1963676635000002,-0.1527930629,254.1666666667,2.9107269061,0.3674057213,1.2059568414,-1.0,120.0,0.7798380077,0.6910333951000001,0.5655629598,7,1.7414827885,0.5570357514000001,1.5480418126000002,-0.09574922450000001,3.3558215337,0.48199692320000004,1.8482558143,-1.2936262052,0.5075376884,0.010323096300000001,2.6520498165,0.33081979310000004,1.1471455942,-1.257006648,470.0,6.0,5.6,314.1666666667,4.8236801171,0.3108632565,1.7137801933999999,247.6666666667,339.0,2.7275109612,0.3449645257,1.3591419667,91.3333333333,90.804859335,3.0255589282,0.392414301,1.9368203061,-1.5563022324,-0.3592336373,-0.051341469800000004,2.8372390406,0.3244568913,1.7723718303,0.6443936599,0.0176669248,1602.9545454545,-4,11,4250.4545454545,0.33227242020000003,-0.3844323133,0.30115481510000003,0.3817240736,0.2038620603
